start_map,start_cell,target_map,target_cell
4485,218,4487,245
4485,260,4468,262
4485,456,4489,36
4486,21,4543,442
4486,218,4580,245
4486,231,4480,175
4486,456,4488,35
4487,23,4484,444
4487,231,4485,233
4487,247,4524,274
4487,457,4490,37
4488,21,4486,442
4488,276,4581,303
4488,456,4491,35
4489,21,4485,442
4489,247,4490,274
4489,260,4471,262
4489,456,4492,36
4490,22,4487,443
4490,247,4527,274
4490,260,4489,262
4490,457,4493,37
4491,189,4585,216
4491,21,4488,441
4491,454,4494,33
4492,21,4489,442
4492,247,4493,274
4492,260,4473,262
4492,456,4495,36
4493,22,4490,442
4493,247,4530,274
4493,260,4492,262
4493,458,4498,38
4494,19,4491,440
4494,218,6175,71
4495,21,4492,442
4495,247,4498,274
4495,260,4496,262
4495,457,4497,37
4496,21,4473,442
4496,247,4495,274
4496,260,4499,262
4496,457,4500,37
4497,22,4495,442
4497,247,4501,274
4497,260,4500,262
4497,457,4503,37
4498,218,4533,245
4498,23,4493,443
4498,260,4495,262
4498,457,4501,37
4499,21,4472,442
4499,247,4496,274
4499,260,4478,175
4499,456,4502,35
45,26,9452,447
45,334,40,419
45,434,46,436
45,454,48,49
4500,22,4496,442
4500,247,4497,274
4500,260,4502,262
4500,457,4504,37
4501,218,4535,245
4501,22,4498,442
4501,260,4497,262
4501,457,4505,36
4502,21,4499,442
4502,231,4538,233
4502,247,4500,274
4502,456,4506,35
4503,22,4497,442
4503,231,4504,233
4503,247,4505,274
4503,457,4507,37
4504,218,4503,245
4504,22,4500,442
4504,260,4506,262
4504,457,4509,37
4505,22,4501,442
4505,247,4544,274
4505,260,4503,262
4505,457,4511,37
4506,21,4502,442
4506,231,4537,262
4506,247,4504,274
4506,456,4514,35
4507,22,4503,442
4507,231,4509,233
4507,247,4511,274
4507,456,4512,36
4509,218,4507,245
4509,22,4504,443
4509,231,4514,233
4509,457,4513,37
4510,218,4568,245
4510,455,4515,33
4511,22,4505,443
4511,247,4546,274
4511,260,4507,262
4511,458,4548,35
4512,21,4507,441
4512,247,4548,274
4512,260,4513,262
4512,456,4552,36
4513,22,4509,442
4513,247,4512,274
4513,260,4550,262
4513,457,4553,36
4514,21,4506,442
4514,218,4509,245
4514,231,4536,233
4514,456,4550,36
4515,19,4510,441
4515,218,4572,245
4515,289,8807,262
4515,453,4516,35
4516,20,4515,438
4516,218,4576,245
4517,218,4518,245
4517,22,4519,442
4517,260,4482,262
4517,456,4521,36
4518,21,4532,442
4518,231,4517,233
4518,456,4522,35
4519,202,4520,204
4519,21,4525,441
4519,247,4532,274
4519,457,4517,37
4520,189,4519,216
4520,202,4481,233
4520,21,4528,442
4520,457,4482,37
4521,21,4517,442
4521,218,4522,245
4521,260,4484,262
4521,456,4524,36
4522,21,4518,442
4522,231,4521,233
4522,456,4526,35
4523,21,2725,441
4523,231,4525,204
4523,456,4532,35
4524,21,4521,442
4524,218,4526,245
4524,260,4487,262
4524,456,4527,36
4525,21,2754,442
4525,218,4523,245
4525,260,4528,204
4525,456,4519,36
4526,21,4522,442
4526,231,4524,233
4526,456,4529,35
4527,21,4524,442
4527,218,4529,245
4527,260,4490,262
4527,456,4530,36
4528,21,2783,442
4528,218,4525,274
4528,231,4412,262
4528,456,4520,35
4529,21,4526,442
4529,231,4527,233
4529,247,9505,245
4529,456,4531,36
4530,21,4527,442
4530,247,4531,274
4530,260,4493,262
4530,456,4533,36
4531,21,4529,441
4531,260,4530,262
4531,456,4534,35
4532,21,4523,442
4532,260,4519,262
4532,456,4518,35
4533,21,4530,441
4533,218,4534,245
4533,231,4498,233
4533,456,4535,36
4534,21,4531,442
4534,231,4533,233
4534,456,4542,35
4535,21,4533,442
4535,231,4501,233
4535,247,4542,274
4535,456,4544,36
4536,21,4537,442
4536,218,4514,216
4536,231,4543,204
4536,456,4580,36
4537,21,4538,442
4537,247,4506,216
4537,260,4540,262
4537,456,4536,35
4538,21,4478,442
4538,218,4502,216
4538,231,4539,262
4538,456,4537,35
4539,21,4460,443
4539,231,4474,204
4539,247,4538,216
4539,456,4540,35
4540,21,4539,442
4540,231,4475,204
4540,247,4537,245
4540,456,4543,35
4542,21,4534,442
4542,260,4535,262
4542,305,5287,303
4542,456,4545,35
4543,21,4540,442
4543,218,4536,245
4543,231,4476,204
4543,456,4486,35
4544,21,4535,442
4544,247,4545,274
4544,260,4505,262
4544,457,4546,37
4545,21,4542,442
4545,260,4544,262
4545,456,4547,35
4546,22,4544,443
4546,247,4547,274
4546,260,4511,262
4547,21,4545,442
4547,260,4546,262
4548,21,4511,444
4548,260,4512,262
4548,457,4554,35
4549,221,4588,223
4549,255,6119,353
4549,426,4597,498
4549,773,4562,51
4550,21,4514,442
4550,247,4513,274
4550,260,4580,262
4550,456,4555,36
4551,23,4582,745
4551,426,4589,424
4551,517,4597,593
4551,761,4607,136
4552,21,4512,442
4552,247,4554,274
4552,260,4553,262
4552,456,4556,36
4553,22,4513,442
4553,247,4552,274
4553,260,4555,262
4553,457,4557,37
4554,21,4548,443
4554,260,4552,262
4554,456,4558,35
4555,21,4550,442
4555,247,4553,274
4555,260,4581,262
4555,456,4559,36
4556,21,4552,441
4556,247,4558,274
4556,260,4557,262
4556,456,4560,36
4557,22,4553,443
4557,247,4556,274
4557,260,4559,262
4557,457,4561,37
4558,21,4554,442
4558,260,4556,262
4558,456,4563,35
4559,21,4555,441
4559,247,4557,274
4559,260,4585,262
4559,456,4564,36
4560,21,4556,442
4560,247,4563,274
4560,260,4561,262
4560,456,4565,36
4561,22,4557,442
4561,247,4560,274
4561,260,4564,262
4561,457,4566,37
4562,33,4549,754
4562,426,4609,424
4562,702,4579,667
4562,766,4932,43
4563,21,4558,442
4563,260,4560,262
4563,456,4567,37
4564,21,4559,442
4564,247,4561,274
4564,260,6175,175
4564,457,4568,37
4565,21,4560,442
4565,247,4567,274
4565,260,4566,262
4565,456,4569,36
4566,22,4561,442
4566,247,4565,274
4566,260,4568,262
4566,457,4570,37
4567,22,4563,441
4567,260,4565,262
4567,458,4571,35
4568,22,4564,442
4568,231,4510,233
4568,247,4566,274
4568,456,4572,36
4569,21,4565,442
4569,247,4571,274
4569,260,4570,262
4569,456,4573,36
4570,22,4566,442
4570,247,4569,274
4570,260,4572,262
4570,457,4574,37
4571,21,4567,444
4571,260,4569,262
4571,456,4575,35
4572,21,4568,441
4572,231,4515,233
4572,247,4570,274
4572,456,4576,36
4573,21,4569,441
4573,218,4575,245
4573,260,4574,262
4573,456,4757,34
4574,22,4570,442
4574,247,4573,274
4574,260,4576,262
4574,456,4759,36
4575,21,4571,442
4575,231,4573,233
4575,456,4634,33
4576,21,4572,441
4576,231,4516,233
4576,247,4574,274
4576,456,4760,33
4579,29,4588,751
4579,332,5111,334
4579,488,6122,353
4579,602,6196,394
4579,685,4562,720
4579,769,4934,48
4580,21,4536,442
4580,231,4486,233
4580,247,4550,274
4580,458,4581,37
4581,23,4580,443
4581,247,4555,274
4581,289,4488,291
4581,457,4585,37
4582,278,4583,313
4582,30,4599,748
4582,443,4603,445
4582,763,4551,60
4583,27,4598,749
4583,332,4582,297
4583,500,4625,461
4583,766,4589,46
4584,463,4606,387
4584,554,4602,482
4584,766,4595,46
4585,202,4491,204
4585,22,4581,443
4585,247,4559,274
4585,456,6175,37
4586,443,4605,445
4586,774,4608,52
4588,192,6616,146
4588,204,4549,239
4588,268,6611,190
4588,369,5108,297
4588,770,4579,47
4589,27,4583,747
4589,443,4551,445
4589,463,4627,424
4589,771,4592,49
4590,761,4605,41
4591,130,8756,461
4591,295,4616,483
4591,33,4614,753
4591,773,4593,49
4592,31,4589,753
4592,352,4621,350
4592,443,4607,445
4592,768,4615,47
4593,31,4591,754
4593,406,4620,334
4593,769,4623,50
4594,28,4606,749
4594,517,4595,445
4594,772,4596,52
4595,221,4601,223
4595,28,4584,747
4595,463,4594,535
4595,774,4598,49
4596,332,4598,334
4596,34,4594,753
4596,352,4600,387
4596,767,4625,48
4597,44,4603,745
4597,480,4549,408
4597,574,4551,498
4597,766,4609,66
4598,30,4595,755
4598,352,4596,350
4598,480,4599,408
4598,767,4583,45
4599,27,4601,747
4599,369,4646,408
4599,426,4598,461
4599,767,4582,49
46,22,220,441
46,346,126,259
46,347,261,349
46,421,45,419
46,455,7,50
4600,31,4604,753
4600,369,4596,334
4600,770,4624,48
4601,204,4595,239
4601,29,4602,747
4601,369,4644,408
4601,766,4599,45
4602,147,5125,407
4602,500,4584,572
4602,766,4601,48
4603,295,4649,260
4603,30,4646,751
4603,426,4582,461
4603,764,4597,63
4604,278,4608,239
4604,301,6591,177
4604,34,4605,755
4604,528,6194,394
4604,772,4600,50
4605,184,4606,149
4605,22,4590,743
4605,390,6732,149
4605,426,4586,461
4605,773,4604,52
4606,167,4605,202
4606,406,4584,482
4606,768,4594,47
4607,117,4551,743
4607,426,4592,461
4607,516,4609,519
4607,767,4930,48
4608,258,4604,297
4608,34,4586,755
4609,29,4597,747
4609,443,4562,445
4609,537,4607,497
4609,769,4931,48
461,165,462,181
461,191,463,114
4610,295,4611,408
4610,31,5113,753
4610,463,5279,387
4610,485,6808,235
4610,770,4612,50
4611,28,5331,749
4611,389,4610,276
4611,771,4613,49
4612,184,4613,260
4612,31,4610,751
4612,315,5280,350
4612,526,6198,394
4612,650,6127,386
4612,770,4619,48
4613,241,4612,202
4613,31,4611,752
4613,517,8493,556
4614,258,4615,297
4614,27,4621,748
4614,537,8751,535
4614,772,4591,52
4615,278,4614,239
4615,29,4592,749
4615,665,4930,630
4615,765,4616,41
4616,23,4615,747
4616,464,4591,276
4616,480,4622,482
4616,770,4620,49
4617,27,4618,750
4617,278,5333,350
4618,25,5280,749
4618,268,12073,189
4618,426,5332,461
4618,443,4619,334
4618,768,4617,46
4619,29,4612,751
4619,352,4618,461
462,166,461,180
462,317,41,446
4620,30,4616,751
4620,352,4593,424
4620,406,5136,334
4620,544,6126,310
4620,766,4628,47
4621,241,8748,350
4621,30,4627,752
4621,369,4592,371
4621,766,4614,46
4622,25,4930,745
4622,369,5127,260
4622,463,4616,461
4622,768,5136,47
4623,31,4593,750
4623,449,6195,394
4623,554,4628,556
4624,30,4600,751
4624,591,4625,593
4624,772,4626,51
4625,29,4596,748
4625,480,4583,519
4625,574,4624,609
4625,766,4627,47
4626,32,4624,753
4626,369,4627,260
4626,389,8851,424
4627,241,4626,387
4627,28,4625,747
4627,443,4589,482
4627,654,8737,264
4627,770,4621,48
4628,147,5139,112
4628,28,4620,747
4628,574,4623,535
4629,554,4630,556
4629,767,4644,46
463,123,461,206
463,130,41,282
463,96,465,345
463,98,464,297
4630,406,4633,408
4630,574,4629,535
4630,766,4631,47
4631,28,4630,748
4631,369,4635,297
4631,574,4644,683
4631,766,4647,46
4633,229,6742,190
4633,389,4630,424
4633,443,4637,371
4633,771,4635,48
4634,19,4575,442
4634,260,4757,233
4634,456,4636,34
4635,30,4633,753
4635,315,4631,387
4635,554,4639,519
4635,768,4640,46
4636,20,4634,442
4636,260,4638,262
4636,458,4882,36
4637,378,6197,394
4637,389,4633,461
4637,767,4639,44
4638,22,4757,441
4638,260,4641,262
4638,457,4648,35
4639,26,4637,749
4639,500,4635,572
4639,644,6124,353
4639,752,4937,50
4639,771,4937,50
464,127,41,162
464,310,463,106
4640,28,4635,749
4640,389,4647,276
4640,770,4666,50
4641,22,4759,441
4641,247,4638,274
4641,318,4742,204
4641,457,4642,35
4642,21,4641,458
4642,218,4648,274
4642,318,4651,233
4642,456,4653,36
4644,27,4629,748
4644,389,4601,350
4644,665,4631,593
4644,770,4646,49
4646,30,4644,752
4646,389,4599,350
4646,554,4647,482
4646,769,4603,48
4647,27,4631,748
4647,295,4640,371
4647,500,4646,535
4647,768,4649,47
4648,21,4638,443
4648,260,4642,204
4648,456,4883,37
4649,278,4603,276
4649,28,4647,749
4649,406,4666,334
465,358,463,105
4651,21,4742,442
4651,247,4642,332
4651,456,4654,35
4652,260,4897,204
4652,456,4895,35
4653,21,4642,441
4653,247,4883,216
4653,260,4654,233
4653,456,4655,35
4654,21,4651,442
4654,247,4653,274
4654,260,4743,262
4654,456,4656,35
4655,21,4653,442
4655,247,4884,216
4655,260,4656,262
4655,456,4668,36
4656,21,4654,442
4656,247,4655,274
4656,260,4744,233
4656,456,4672,36
4657,21,4940,441
4657,247,5027,274
4657,318,4658,320
4657,458,4660,37
4658,23,4939,441
4658,305,4657,303
4659,22,4923,443
4659,289,4667,233
4659,456,4662,35
4660,23,4657,444
4660,247,5028,187
4660,318,4661,320
4660,458,4663,37
4661,305,4660,303
4661,455,4664,34
4662,202,4699,262
4662,21,4659,442
4662,218,4661,216
4662,455,4665,35
4663,23,4660,444
4663,231,4664,233
4663,247,5029,216
4663,458,4669,35
4664,218,4663,216
4665,20,4662,441
4665,231,4717,262
4665,457,4692,36
4666,295,4941,297
4666,31,4640,751
4666,352,4649,424
4666,597,6310,177
4667,21,4944,440
4667,247,4659,303
4667,318,4677,291
4667,458,4699,37
4668,218,4885,216
4668,22,4655,442
4668,231,4672,233
4668,457,4673,36
4669,21,4663,444
4669,247,5030,303
4669,318,4679,320
4669,458,4700,37
4670,21,5043,444
4670,247,5042,216
4670,318,4681,320
4670,458,4701,37
4671,21,5033,444
4671,247,5022,187
4671,318,4683,291
4671,458,4702,37
4672,218,4668,216
4672,22,4656,427
4672,260,4788,262
4672,457,4676,36
4673,218,4886,245
4673,22,4668,443
4673,231,4676,204
4673,457,4678,36
4674,21,5005,440
4674,247,5007,332
4674,318,4684,291
4674,458,4703,37
4675,23,4987,444
4675,318,4785,233
4675,458,4704,37
4676,218,4673,216
4676,22,4672,443
4676,231,4751,262
4676,457,4680,37
4677,202,4691,204
4677,305,4667,303
4677,455,4705,34
4678,21,4673,443
4678,247,4887,216
4678,318,4680,320
4678,458,4685,37
4679,202,4692,204
4679,305,4669,332
4679,455,4706,35
4680,202,4791,291
4680,23,4676,442
4680,305,4678,332
4680,455,4686,37
4681,202,4695,175
4681,23,5044,441
4681,305,4670,332
4681,455,4707,34
4682,21,4887,442
4682,247,6138,216
4682,318,4685,320
4682,458,4688,37
4683,202,4693,175
4683,23,5034,444
4683,305,4671,332
4683,455,4708,34
4684,202,4697,204
4684,23,5020,444
4684,305,4674,303
4684,455,4709,35
4685,202,4686,276
4685,23,4678,444
4685,305,4682,332
4685,455,4689,22
4686,202,4687,262
4686,23,4680,440
4686,305,4685,260
4686,455,4694,22
4687,21,4791,440
4687,247,4686,231
4687,318,4755,262
4687,458,4696,37
4688,202,4689,262
4688,23,4682,444
4688,247,4892,216
4688,458,4956,37
4689,23,4685,441
4689,231,4694,262
4689,247,4688,216
4689,458,4736,37
4690,352,4637,424
4690,767,4935,47
4691,189,4677,216
4691,289,6099,233
4691,456,4711,35
4692,189,4679,187
4692,22,4665,443
4692,260,6070,262
4692,456,4712,36
4693,189,4683,216
4693,22,5035,441
4693,289,5030,175
4693,456,4714,36
4694,23,4686,456
4694,231,4696,262
4694,247,4689,245
4694,458,4737,36
4695,189,4681,216
4695,22,5045,441
4695,289,6100,291
4695,456,4713,35
4696,23,4687,444
4696,231,4756,262
4696,247,4694,216
4696,456,4738,35
4697,189,4684,187
4697,22,5021,443
4697,289,5023,349
4697,456,4715,35
4698,22,4989,443
4698,289,4999,262
4698,305,4785,303
4698,456,4716,35
4699,23,4667,444
4699,247,4662,187
4699,318,4705,320
4699,458,4717,38
4700,23,4669,444
4700,247,5031,187
4700,318,4706,320
4700,458,4718,37
4701,23,4670,444
4701,318,4707,291
4701,458,4719,37
4702,23,4671,444
4702,247,5023,216
4702,318,4708,320
4702,458,4720,37
4703,23,4674,444
4703,247,5010,303
4703,318,4709,320
4703,458,4721,37
4704,23,4675,444
4704,318,4710,320
4704,458,4722,37
4705,20,4677,441
4705,231,4711,204
4705,305,4699,332
4705,455,4723,34
4706,20,4679,441
4706,305,4700,303
4707,20,4681,441
4707,231,4713,233
4707,305,4701,303
4707,455,4725,34
4708,20,4683,441
4708,231,4714,204
4708,305,4702,303
4708,455,4726,34
4709,20,4684,441
4709,231,4715,233
4709,305,4703,303
4709,455,4727,34
4710,20,4785,444
4710,231,4716,233
4710,305,4704,303
4710,455,4728,34
4711,202,6098,175
4711,21,4691,441
4711,218,4705,216
4711,455,4729,35
4712,202,6074,204
4712,21,4692,442
4712,455,4730,35
4713,202,6104,204
4713,21,4695,442
4713,218,4707,216
4713,455,4731,34
4714,202,5031,233
4714,21,4693,441
4714,218,4708,245
4714,455,4732,35
4715,21,4697,442
4715,218,4709,216
4715,260,5036,262
4715,455,4733,34
4716,202,5002,233
4716,21,4698,442
4716,218,4710,216
4716,455,4734,34
4717,23,4699,444
4717,231,4723,233
4717,247,4665,216
4717,458,6070,37
4718,23,4700,443
4718,231,4724,233
4718,247,5032,216
4718,458,5045,36
4719,23,4701,444
4719,231,4725,233
4720,23,4702,444
4720,231,4726,233
4720,247,5036,245
4720,456,5038,34
4721,23,4703,444
4721,231,4727,233
4721,247,5013,187
4721,458,5055,37
4722,23,4704,444
4722,231,4728,233
4722,458,5047,37
4723,20,4705,441
4723,218,4717,245
4723,347,4729,320
4723,455,6071,35
4724,218,4718,245
4725,20,4707,441
4725,218,4719,245
4725,347,4731,320
4725,455,6092,35
4726,20,4708,441
4726,218,4720,216
4726,347,4732,320
4726,455,5039,36
4727,20,4709,441
4727,218,4721,216
4727,347,4733,349
4727,455,5056,34
4728,20,4710,441
4728,218,4722,216
4728,347,4734,349
4728,455,5048,36
4729,20,4711,441
4729,231,6097,320
4729,334,4723,332
4729,457,6095,38
4730,20,4712,441
4730,231,6081,233
4730,457,6094,36
4731,20,4713,441
4731,231,5248,233
4731,334,4725,361
4731,457,5259,35
4732,20,4714,440
4732,231,5032,233
4732,334,4726,361
4732,457,5043,35
4733,20,4715,441
4733,231,5037,262
4733,334,4727,332
4733,457,5057,35
4734,20,4716,441
4734,231,5006,262
4734,334,4728,332
4734,457,5008,36
4735,247,4746,274
4735,25,4758,445
4735,260,4761,262
4735,456,3320,36
4736,202,4737,262
4736,23,4689,444
4736,305,4956,216
4736,455,4953,34
4737,21,4694,444
4737,247,4736,187
4737,318,4738,262
4737,458,4739,35
4738,21,4696,457
4738,247,4737,303
4738,318,4881,262
4738,458,4740,35
4739,155,11863,233
4739,21,4737,444
4739,247,4953,332
4739,260,4740,262
4739,456,4951,37
4740,21,4738,443
4740,247,4739,245
4740,260,4880,276
4740,456,4949,37
4741,115,4746,117
4741,22,4764,442
4741,276,3196,303
4741,456,3242,36
4742,189,4641,332
4742,22,4760,442
4742,456,4651,35
4743,247,4654,274
4743,458,4744,37
4744,23,4743,443
4744,247,4656,245
4744,458,4788,32
4746,102,4741,129
4746,19,4752,439
4746,260,4735,262
4746,456,3281,36
4747,21,4749,442
4747,218,4748,158
4748,144,4747,204
4748,21,4750,442
4748,218,4775,245
4748,456,3476,35
4749,21,4763,441
4749,218,4750,216
4749,456,4747,35
4750,218,4767,245
4750,22,4762,441
4750,231,4749,233
4750,456,4748,36
4751,19,4788,454
4751,247,4676,216
4751,454,4791,37
4752,21,4765,441
4752,218,4764,245
4752,260,4758,262
4752,454,4746,34
4754,247,4791,274
4754,458,4755,37
4755,23,4754,457
4755,247,4687,303
4755,454,4756,33
4756,19,4755,439
4756,247,4696,216
4756,453,4881,32
4757,19,4573,455
4757,247,4634,274
4757,260,4759,262
4757,456,4638,36
4758,21,4769,442
4758,247,4752,274
4758,260,4768,262
4758,460,4735,39
4759,21,4574,441
4759,247,4757,274
4759,260,4760,262
4759,456,4641,36
4760,19,4576,442
4760,243,9787,365
4760,247,4759,274
4760,456,4742,36
4761,22,4768,442
4761,231,4777,233
4761,247,4735,274
4761,456,3359,36
4762,21,4782,442
4762,218,4766,216
4762,231,4763,233
4762,456,4750,37
4763,21,4781,441
4763,218,4762,216
4763,456,4749,36
4764,22,4770,442
4764,231,4752,233
4764,247,3195,274
4764,457,4741,37
4765,21,4774,441
4765,218,4770,245
4765,231,4769,233
4765,456,4752,36
4766,21,4783,441
4766,218,4780,245
4766,231,4762,233
4766,456,4767,36
4767,21,4766,441
4767,218,4778,245
4767,231,4750,233
4767,456,4775,20
4768,21,4772,442
4768,231,4778,233
4768,247,4758,274
4768,457,4761,37
4769,218,4765,245
4769,22,4776,442
4769,260,4772,262
4769,456,4758,35
477,144,52,146
477,20,50,440
477,363,44,419
477,456,480,34
4770,22,4790,443
4770,231,4765,233
4770,247,3194,274
4770,457,4764,36
4772,21,4779,442
4772,231,4780,233
4772,247,4769,274
4772,456,4768,36
4774,160,4790,187
4774,202,4776,233
4774,22,4795,442
4774,456,4765,35
4775,21,4767,442
4775,218,4777,245
4775,231,4748,204
4776,21,4797,441
4776,218,4774,187
4776,231,4779,262
4776,457,4769,37
4777,21,4778,441
4777,218,4761,245
4777,231,4775,204
4778,21,4780,442
4778,218,4768,216
4778,231,4767,204
4778,456,4777,36
4779,21,4796,442
4779,231,4784,233
4779,247,4776,216
4779,456,4772,35
478,19,52,440
478,363,480,361
478,405,495,349
478,460,2023,38
4780,21,4784,441
4780,218,4772,245
4780,231,4766,233
4780,456,4778,35
4781,218,4782,187
4781,456,4763,36
4782,189,4783,187
4782,202,4781,233
4782,456,4762,35
4783,202,4782,204
4783,218,4784,187
4783,456,4766,36
4784,202,4783,233
4784,218,4779,216
4784,456,4780,36
4785,20,4988,441
4785,247,4675,332
4785,318,4698,320
4785,458,4710,34
4786,247,4880,216
4786,458,4945,22
4788,18,4744,444
4788,247,4672,289
4788,455,4751,33
479,19,55,439
479,376,483,349
479,392,52,404
479,455,495,35
4790,173,4774,175
4790,22,4792,442
4790,276,3193,303
4790,457,4770,36
4791,23,4751,439
4791,260,4754,262
4791,305,4680,216
4791,455,4687,36
4792,189,3192,216
4792,21,4793,441
4792,231,4795,233
4792,457,4790,37
4793,22,4878,442
4793,231,4808,233
4793,247,4858,274
4793,456,4792,35
4795,218,4792,245
4795,22,4808,442
4795,231,4797,204
4795,457,4774,36
4796,21,4798,442
4796,247,4797,216
4796,456,4779,35
4797,21,4799,441
4797,218,4795,245
4797,231,4796,262
4797,456,4776,36
4798,21,4800,441
4798,218,4799,216
4798,456,4796,35
4799,21,4803,441
4799,218,4808,187
4799,231,4798,233
4799,456,4797,36
48,20,45,440
48,202,7,262
48,421,41,434
48,454,49,33
480,102,517,129
480,20,477,441
480,376,478,349
480,458,482,38
4800,247,4803,216
4800,456,4798,36
4801,21,4946,441
4801,247,4841,303
4801,318,4802,291
4801,458,4805,38
4802,202,4804,175
4802,305,4801,332
4802,455,4806,35
4803,218,4853,245
4803,231,4800,262
4803,456,4799,36
4804,189,4802,216
4804,456,4807,36
4805,23,4801,444
4805,247,4844,216
4805,318,4806,291
4805,458,4809,38
4806,20,4802,440
4806,231,4807,204
4806,305,4805,332
4806,455,4810,35
4807,202,4913,320
4807,21,4804,441
4807,218,4806,245
4807,455,4811,34
4808,202,4799,233
4808,218,4793,245
4808,22,4853,443
4808,457,4795,37
4809,23,4805,443
4809,231,4810,204
4809,247,4847,216
4809,458,4830,36
4810,20,4806,440
4810,218,4809,245
4810,347,4811,320
4810,455,4831,38
4811,20,4807,441
4811,231,4910,320
4811,334,4810,361
4811,457,4832,36
4812,247,4850,303
4812,458,4815,37
4813,202,4814,204
4813,23,4876,441
4813,455,4816,35
4814,189,4813,187
4814,22,4877,442
4814,289,4859,233
4814,456,4817,36
4815,23,4812,443
4815,247,4854,173
4815,318,4816,320
4815,458,4818,37
4816,305,4815,332
4816,455,4819,35
4817,202,4862,262
4817,21,4814,442
4817,455,4820,35
4818,23,4815,443
4819,455,4972,37
482,23,480,443
482,276,520,274
482,405,2023,378
482,457,485,36
4820,20,4817,441
4820,231,4865,262
4820,457,4974,37
4821,318,4822,291
4821,458,4824,38
4822,202,4823,204
4822,305,4821,303
4822,455,4825,35
4823,189,4822,187
4823,289,4868,262
4823,456,4826,36
4824,23,4821,444
4824,318,4825,291
4824,458,4827,38
4825,20,4822,441
4825,231,4826,233
4825,305,4824,303
4825,455,4828,35
4826,202,4872,262
4826,21,4823,442
4826,218,4825,216
4826,455,4829,35
4827,23,4824,444
4827,231,4828,233
4827,458,4848,37
4828,20,4825,441
4828,218,4827,216
4828,347,4829,320
4828,455,4849,35
4829,20,4826,440
4829,231,4875,262
4829,334,4828,332
4829,457,4850,36
483,115,488,88
483,24,484,445
483,363,479,361
483,452,494,31
4830,21,4809,443
4830,247,4861,303
4830,318,4831,291
4830,458,4833,38
4831,202,4832,175
4831,23,4810,440
4831,305,4830,332
4831,455,4834,35
4832,189,4831,216
4832,22,4811,443
4832,289,4924,233
4832,456,4835,35
4833,23,4830,444
4833,247,4864,216
4833,318,4834,291
4833,458,4836,38
4834,20,4831,440
4834,231,4835,204
4834,305,4833,332
4834,455,4837,35
4835,202,5109,262
4835,21,4832,442
4835,218,4834,245
4835,455,4838,34
4836,23,4833,443
4836,231,4837,204
4836,247,4867,245
4836,458,4990,35
4837,20,4834,440
4837,218,4836,245
4837,347,4838,320
4837,458,4991,37
4838,20,4835,441
4838,231,5110,262
4838,334,4837,361
4838,457,4992,37
4839,21,4952,444
4839,247,4870,303
4839,318,4840,291
4839,458,4842,38
484,23,57,445
484,247,55,245
484,376,487,407
484,459,483,38
4840,202,4841,175
4840,23,4950,442
4840,305,4839,332
4840,455,4843,35
4841,189,4840,216
4841,22,4948,440
4841,289,4801,233
4841,456,4844,36
4842,23,4839,444
4842,247,4874,187
4842,318,4843,320
4842,458,4845,37
4843,20,4840,441
4843,231,4844,233
4843,305,4842,303
4843,455,4846,35
4844,202,4805,233
4844,21,4841,441
4844,218,4843,216
4844,455,4847,34
4845,23,4842,444
4845,231,4846,204
4845,247,4877,216
4845,458,4859,35
4846,20,4843,440
4846,218,4845,245
4846,347,4847,320
4846,455,4860,37
4847,20,4844,441
4847,231,4809,262
4847,334,4846,361
4847,457,4861,37
4848,23,4827,444
4848,318,4849,320
4848,458,4851,38
4849,20,4828,441
4849,202,4850,204
4849,305,4848,303
4849,455,4852,35
485,21,482,442
485,231,486,204
485,392,537,448
485,455,526,34
4850,189,4849,187
4850,22,4829,442
4850,289,4812,233
4850,456,4854,22
4851,23,4848,443
4851,318,4852,320
4851,458,4855,38
4852,20,4849,440
4852,231,4854,204
4852,305,4851,332
4852,455,4856,34
4853,218,4878,245
4853,260,4803,233
4853,457,4808,37
4854,202,4815,276
4854,21,4850,442
4854,218,4852,216
4854,455,4857,21
4855,23,4851,444
4855,231,4856,233
4855,458,4981,35
4856,20,4852,441
4856,218,4855,216
4856,347,4857,349
4856,455,4982,36
4857,20,4854,441
4857,334,4856,332
4857,457,4983,23
4858,22,4871,443
4858,260,4793,262
4859,21,4845,444
4859,247,4814,303
4859,318,4860,320
4859,458,4862,38
486,189,485,216
486,20,2023,441
486,434,522,407
486,456,525,36
4860,202,4861,175
4860,23,4846,441
4860,305,4859,303
4860,455,4863,35
4861,189,4860,216
4861,22,4847,442
4861,289,4830,233
4861,456,4864,36
4862,23,4859,444
4862,247,4817,187
4862,318,4863,291
4862,458,4865,37
4863,20,4860,441
4863,231,4864,204
4863,305,4862,332
4863,455,4866,35
4864,202,4833,233
4864,21,4861,442
4864,218,4863,245
4864,455,4867,35
4865,23,4862,444
4865,231,4866,233
4865,247,4820,216
4865,458,4963,36
4866,20,4863,440
4866,218,4865,216
4866,347,4867,349
4866,455,4964,38
4867,20,4864,441
4867,231,4836,233
4867,334,4866,332
4867,457,4965,37
4868,21,4958,441
4868,247,4823,274
4868,318,4869,291
4868,458,4872,37
4869,202,4870,204
4869,23,4962,442
4869,305,4868,303
4869,455,4873,35
487,26,491,446
487,260,498,233
487,280,752,411
487,392,484,390
487,457,488,37
4870,189,4869,187
4870,22,4954,440
4870,289,4839,233
